Profile [m],Longitude [degrees_east],Latitude [degrees_north],Bed [m],Surface [m],Ice Thickness [m]
122857.84,-46.93384,69.1269,-221.0,1775.0,1996.0
122957.57,-46.93135,69.12683,-226.0,1776.0,2003.0
123057.29,-46.928856,69.12676,-232.0,1777.0,2010.0
123157.016,-46.926365,69.12669,-241.0,1778.0,2020.0
123256.734,-46.92387,69.126625,-251.0,1779.0,2031.0
123356.46,-46.92138,69.12656,-260.0,1781.0,2042.0
123456.18,-46.918888,69.12649,-268.0,1782.0,2051.0
123555.91,-46.916393,69.12642,-275.0,1783.0,2058.0
123655.625,-46.913902,69.12635,-279.0,1783.0,2063.0
123755.35,-46.911407,69.12628,-286.0,1784.0,2071.0
123855.08,-46.908916,69.12621,-296.0,1785.0,2082.0
123954.8,-46.906425,69.126144,-308.0,1786.0,2095.0
124054.52,-46.90393,69.126076,-322.0,1788.0,2110.0
124154.24,-46.90144,69.12601,-338.0,1789.0,2127.0
124253.97,-46.89895,69.12594,-354.0,1789.0,2144.0
124353.69,-46.896454,69.12587,-374.0,1790.0,2164.0
124453.414,-46.893963,69.1258,-397.0,1791.0,2188.0
124553.14,-46.891468,69.12573,-422.0,1791.0,2213.0
124652.86,-46.888977,69.12566,-444.0,1793.0,2237.0
124752.586,-46.886486,69.125595,-467.0,1794.0,2261.0
124852.305,-46.88399,69.12553,-492.0,1794.0,2287.0
124952.03,-46.8815,69.12546,-518.0,1796.0,2314.0
125051.75,-46.87901,69.12539,-543.0,1797.0,2341.0
125151.48,-46.876514,69.12532,-568.0,1798.0,2366.0
125251.2,-46.874023,69.12525,-593.0,1799.0,2393.0
125350.92,-46.871532,69.125175,-619.0,1800.0,2420.0
125450.65,-46.869038,69.12511,-645.0,1801.0,2447.0
125550.37,-46.866547,69.12504,-670.0,1803.0,2474.0
125650.09,-46.864056,69.12497,-694.0,1805.0,2499.0
125749.81,-46.861565,69.1249,-715.0,1805.0,2521.0
125849.54,-46.85907,69.12483,-730.0,1806.0,2537.0
125949.26,-46.85662,69.12466,-744.0,1808.0,2552.0
126048.984,-46.85417,69.12447,-755.0,1809.0,2564.0
126148.7,-46.851723,69.1243,-761.0,1810.0,2571.0
126248.43,-46.84927,69.12412,-764.0,1811.0,2576.0
126348.16,-46.84682,69.12395,-766.0,1812.0,2579.0
126447.875,-46.84437,69.123764,-768.0,1813.0,2582.0
126547.6,-46.841923,69.12359,-770.0,1814.0,2585.0
126647.32,-46.839474,69.12341,-770.0,1815.0,2585.0
126747.05,-46.837025,69.12324,-765.0,1815.0,2581.0
126846.766,-46.834576,69.123055,-760.0,1816.0,2577.0
126946.49,-46.832123,69.12288,-759.0,1817.0,2577.0
127046.21,-46.829674,69.1227,-759.0,1818.0,2577.0
127145.94,-46.827225,69.12252,-755.0,1818.0,2574.0
127245.66,-46.824776,69.122345,-755.0,1819.0,2575.0
127345.38,-46.822327,69.12217,-755.0,1820.0,2576.0
127445.1,-46.819878,69.121994,-754.0,1820.0,2575.0
127544.83,-46.81743,69.12181,-748.0,1821.0,2569.0
127644.55,-46.81498,69.121635,-739.0,1821.0,2560.0
127744.27,-46.81253,69.12146,-731.0,1821.0,2553.0
127844.0,-46.81008,69.12128,-722.0,1822.0,2545.0
127943.72,-46.807632,69.1211,-713.0,1822.0,2536.0
128043.445,-46.805183,69.120926,-703.0,1822.0,2525.0
128143.164,-46.802734,69.12074,-693.0,1822.0,2515.0
128242.89,-46.800285,69.12057,-682.0,1823.0,2505.0
128342.61,-46.797836,69.12039,-672.0,1823.0,2495.0
128442.336,-46.795387,69.12021,-662.0,1822.0,2484.0
128542.055,-46.79294,69.12003,-651.0,1822.0,2474.0
128641.78,-46.79049,69.11986,-640.0,1822.0,2462.0
128741.5,-46.78804,69.119675,-628.0,1822.0,2451.0
128841.23,-46.785595,69.1195,-617.0,1822.0,2440.0
128940.945,-46.783146,69.119316,-606.0,1822.0,2428.0
129040.67,-46.780697,69.11914,-595.0,1821.0,2417.0
129140.39,-46.778248,69.118965,-585.0,1821.0,2406.0
129240.12,-46.7758,69.11878,-575.0,1821.0,2396.0
129339.84,-46.77335,69.11861,-564.0,1820.0,2385.0
129439.56,-46.7709,69.11842,-555.0,1820.0,2376.0
129539.29,-46.768456,69.11825,-546.0,1820.0,2367.0
129639.01,-46.766006,69.11807,-538.0,1819.0,2358.0
129738.734,-46.763557,69.11789,-531.0,1819.0,2350.0
129838.45,-46.76111,69.117714,-523.0,1819.0,2342.0
129938.18,-46.75866,69.11753,-516.0,1819.0,2335.0
130037.9,-46.756214,69.117355,-510.0,1818.0,2328.0
130137.625,-46.753765,69.11718,-504.0,1818.0,2322.0
130237.34,-46.751316,69.117,-498.0,1818.0,2317.0
130337.07,-46.748867,69.11682,-492.0,1818.0,2311.0
130436.79,-46.74642,69.11664,-487.0,1819.0,2306.0
130536.516,-46.743973,69.11646,-483.0,1819.0,2302.0
130636.234,-46.741524,69.11628,-477.0,1819.0,2296.0
130735.96,-46.73908,69.116104,-472.0,1819.0,2291.0
130835.69,-46.73663,69.11592,-468.0,1819.0,2287.0
130935.41,-46.73418,69.115746,-463.0,1819.0,2282.0
131035.13,-46.731735,69.11556,-458.0,1820.0,2278.0
131134.86,-46.729286,69.11539,-455.0,1820.0,2275.0
131234.58,-46.726837,69.115204,-453.0,1821.0,2274.0
131334.3,-46.724392,69.11503,-453.0,1821.0,2275.0
131434.02,-46.721943,69.114845,-455.0,1822.0,2277.0
131533.75,-46.719498,69.11467,-458.0,1823.0,2282.0
131633.47,-46.71705,69.11449,-462.0,1824.0,2287.0
131733.19,-46.714603,69.11431,-466.0,1825.0,2292.0
131832.9,-46.712154,69.11413,-470.0,1827.0,2297.0
131932.64,-46.709705,69.11395,-473.0,1828.0,2301.0
132032.36,-46.70726,69.11377,-470.0,1829.0,2299.0
132132.08,-46.70481,69.113594,-462.0,1830.0,2293.0
132231.8,-46.702366,69.11341,-449.0,1831.0,2280.0
132331.53,-46.699917,69.113235,-433.0,1833.0,2266.0
132431.25,-46.69747,69.11305,-416.0,1834.0,2251.0
132530.97,-46.695023,69.11288,-405.0,1835.0,2240.0
132630.7,-46.692577,69.11269,-396.0,1836.0,2233.0
132730.42,-46.69013,69.11252,-389.0,1838.0,2228.0
132830.14,-46.687683,69.112335,-385.0,1839.0,2225.0
132929.86,-46.685238,69.11215,-382.0,1840.0,2222.0
133029.6,-46.68279,69.11198,-379.0,1841.0,2221.0
133129.31,-46.680344,69.11179,-377.0,1842.0,2220.0
133229.03,-46.677895,69.11162,-376.0,1844.0,2220.0
133328.75,-46.67545,69.111435,-375.0,1845.0,2221.0
133428.48,-46.673004,69.11125,-377.0,1845.0,2223.0
133528.2,-46.670555,69.11108,-379.0,1846.0,2225.0
133627.92,-46.66811,69.11089,-380.0,1847.0,2228.0
133727.64,-46.665665,69.11072,-383.0,1848.0,2232.0
133827.38,-46.663216,69.110535,-387.0,1849.0,2236.0
133927.1,-46.66077,69.11035,-390.0,1849.0,2240.0
134026.81,-46.658325,69.110176,-392.0,1850.0,2243.0
134126.55,-46.655876,69.10999,-393.0,1851.0,2244.0
134226.27,-46.65343,69.10981,-393.0,1851.0,2244.0
134325.98,-46.650986,69.109634,-392.0,1851.0,2244.0
134425.7,-46.648537,69.10945,-392.0,1852.0,2244.0
134525.44,-46.64609,69.109276,-391.0,1852.0,2244.0
134625.16,-46.643646,69.10909,-391.0,1852.0,2244.0
134724.88,-46.6412,69.10891,-391.0,1853.0,2245.0
134824.6,-46.638756,69.108734,-392.0,1853.0,2246.0
134924.33,-46.636307,69.10855,-394.0,1853.0,2248.0
135024.05,-46.63386,69.10837,-397.0,1854.0,2251.0
135123.77,-46.631416,69.10819,-401.0,1854.0,2255.0
135223.48,-46.62897,69.10801,-406.0,1854.0,2260.0
135323.22,-46.626526,69.10783,-411.0,1854.0,2266.0
135422.94,-46.624077,69.10764,-417.0,1855.0,2272.0
135522.66,-46.62163,69.10747,-422.0,1855.0,2278.0
135622.39,-46.619186,69.107285,-426.0,1855.0,2282.0
135722.11,-46.61674,69.1071,-429.0,1856.0,2285.0
135821.83,-46.614296,69.106926,-431.0,1856.0,2287.0
135921.55,-46.61185,69.10674,-431.0,1856.0,2288.0
136021.28,-46.609406,69.10656,-430.0,1857.0,2287.0
136121.0,-46.60696,69.106384,-427.0,1858.0,2285.0
136220.72,-46.604515,69.1062,-423.0,1858.0,2282.0
136320.44,-46.60207,69.10602,-417.0,1859.0,2277.0
136420.17,-46.599625,69.105835,-411.0,1860.0,2271.0
136519.89,-46.59718,69.10566,-405.0,1860.0,2265.0
136619.61,-46.594734,69.10548,-398.0,1861.0,2259.0
136719.33,-46.59229,69.10529,-391.0,1861.0,2252.0
136819.06,-46.589844,69.10511,-385.0,1862.0,2248.0
136918.78,-46.5874,69.104935,-381.0,1863.0,2245.0
137018.5,-46.584953,69.10475,-380.0,1864.0,2244.0
137118.23,-46.582508,69.10457,-382.0,1864.0,2246.0
137217.95,-46.580063,69.104385,-384.0,1865.0,2249.0
137317.67,-46.577618,69.1042,-387.0,1865.0,2253.0
137417.39,-46.575172,69.10403,-390.0,1867.0,2257.0
137517.12,-46.572727,69.10384,-393.0,1868.0,2261.0
137616.84,-46.570282,69.10366,-398.0,1868.0,2266.0
137716.56,-46.567837,69.10348,-403.0,1869.0,2272.0
137816.28,-46.56539,69.103294,-408.0,1870.0,2278.0
137916.02,-46.562946,69.10312,-413.0,1870.0,2284.0
138015.73,-46.560505,69.102936,-418.0,1871.0,2290.0
138115.45,-46.55806,69.10275,-423.0,1872.0,2295.0
138215.17,-46.555614,69.10257,-427.0,1873.0,2301.0
138314.9,-46.55317,69.10239,-432.0,1874.0,2306.0
138414.62,-46.550724,69.1022,-436.0,1875.0,2312.0
138514.34,-46.54828,69.10203,-440.0,1875.0,2316.0
138614.08,-46.545837,69.101845,-444.0,1876.0,2321.0
138713.8,-46.543392,69.10166,-447.0,1877.0,2325.0
138813.52,-46.540947,69.10148,-451.0,1878.0,2329.0
138913.23,-46.5385,69.101295,-455.0,1878.0,2334.0
139012.97,-46.53606,69.10111,-460.0,1879.0,2339.0
139112.69,-46.533615,69.10093,-466.0,1880.0,2346.0
139212.4,-46.53117,69.10075,-474.0,1880.0,2354.0
139312.12,-46.528725,69.10057,-482.0,1881.0,2363.0
139411.86,-46.526283,69.10039,-489.0,1881.0,2371.0
139511.58,-46.523838,69.100204,-496.0,1882.0,2379.0
139611.3,-46.521393,69.10002,-503.0,1882.0,2386.0
139711.02,-46.51895,69.09984,-510.0,1882.0,2393.0
139810.75,-46.516506,69.099655,-516.0,1883.0,2399.0
139910.47,-46.51406,69.09947,-520.0,1883.0,2404.0
140010.19,-46.51162,69.09929,-525.0,1884.0,2409.0
140109.92,-46.509174,69.099106,-530.0,1884.0,2414.0
140209.64,-46.506733,69.09892,-533.0,1884.0,2417.0
140309.36,-46.504288,69.09875,-536.0,1884.0,2420.0
140409.08,-46.501842,69.098564,-538.0,1884.0,2422.0
140508.81,-46.4994,69.09838,-538.0,1884.0,2422.0
140608.53,-46.496956,69.0982,-539.0,1884.0,2423.0
140708.25,-46.494514,69.098015,-539.0,1884.0,2423.0
140807.97,-46.49207,69.09783,-539.0,1884.0,2423.0
140907.7,-46.489628,69.09765,-539.0,1884.0,2423.0
141007.42,-46.487183,69.097466,-537.0,1884.0,2421.0
141107.14,-46.48474,69.09728,-537.0,1883.0,2420.0
141206.86,-46.482296,69.0971,-536.0,1883.0,2419.0
141306.6,-46.479855,69.09692,-534.0,1883.0,2417.0
141406.31,-46.47741,69.09673,-533.0,1883.0,2416.0
141506.03,-46.474968,69.09655,-531.0,1883.0,2414.0
141605.75,-46.472523,69.09637,-529.0,1883.0,2412.0
141705.48,-46.47008,69.09618,-528.0,1882.0,2410.0
141805.2,-46.46764,69.096,-526.0,1882.0,2408.0
141904.92,-46.465195,69.09582,-523.0,1882.0,2406.0
142004.66,-46.462753,69.095634,-521.0,1882.0,2403.0
142104.38,-46.460308,69.09545,-518.0,1882.0,2400.0
142204.1,-46.457867,69.09527,-514.0,1882.0,2396.0
142303.81,-46.455425,69.095085,-510.0,1882.0,2392.0
142403.55,-46.45298,69.0949,-505.0,1882.0,2388.0
142503.27,-46.45054,69.09472,-500.0,1883.0,2383.0
142602.98,-46.448097,69.094536,-495.0,1883.0,2378.0
142702.7,-46.445652,69.09435,-490.0,1883.0,2374.0
142802.44,-46.44321,69.09417,-486.0,1884.0,2370.0
142902.16,-46.44077,69.09399,-483.0,1884.0,2367.0
143001.88,-46.438324,69.0938,-479.0,1884.0,2363.0
143101.6,-46.435883,69.09361,-474.0,1885.0,2359.0
143201.33,-46.43344,69.09343,-469.0,1886.0,2355.0
143301.05,-46.431,69.09325,-462.0,1887.0,2350.0
143400.77,-46.428555,69.09306,-458.0,1888.0,2346.0
143500.5,-46.426113,69.09288,-456.0,1888.0,2344.0
143600.22,-46.42367,69.0927,-453.0,1889.0,2342.0
143699.94,-46.42123,69.092514,-450.0,1889.0,2340.0
143799.66,-46.41879,69.09233,-447.0,1890.0,2338.0
143899.39,-46.416344,69.09215,-445.0,1891.0,2336.0
143999.11,-46.413902,69.091965,-442.0,1892.0,2334.0
144098.83,-46.41146,69.09178,-440.0,1892.0,2333.0
144198.55,-46.40902,69.09159,-437.0,1893.0,2331.0
144298.28,-46.406578,69.09141,-435.0,1894.0,2329.0
144398.0,-46.404137,69.091225,-433.0,1894.0,2328.0
144497.72,-46.401695,69.09104,-430.0,1895.0,2326.0
144597.44,-46.39925,69.09086,-427.0,1897.0,2324.0
144697.17,-46.39681,69.090675,-425.0,1897.0,2323.0
144796.89,-46.394367,69.09049,-424.0,1898.0,2322.0
144896.61,-46.391926,69.0903,-423.0,1898.0,2322.0
144996.34,-46.389484,69.09012,-422.0,1899.0,2322.0
145096.06,-46.387043,69.089935,-423.0,1900.0,2323.0
145195.78,-46.3846,69.08975,-425.0,1900.0,2325.0
145295.5,-46.38216,69.08957,-429.0,1900.0,2330.0
145395.23,-46.37972,69.089386,-434.0,1901.0,2335.0
145494.95,-46.377277,69.089195,-439.0,1901.0,2341.0
145594.67,-46.374836,69.08901,-446.0,1902.0,2348.0
145694.39,-46.372395,69.08883,-453.0,1903.0,2356.0
145794.12,-46.369953,69.088646,-461.0,1903.0,2364.0
145893.84,-46.36751,69.08846,-468.0,1903.0,2372.0
145993.56,-46.36507,69.08827,-475.0,1903.0,2379.0
146093.28,-46.36263,69.08809,-482.0,1904.0,2386.0
146193.02,-46.360188,69.087906,-488.0,1904.0,2392.0
146292.73,-46.35775,69.08772,-493.0,1904.0,2397.0
146392.45,-46.35531,69.08754,-497.0,1904.0,2401.0
146492.19,-46.352867,69.08735,-499.0,1904.0,2403.0
146591.9,-46.350426,69.087166,-500.0,1903.0,2404.0
146691.62,-46.347984,69.08698,-500.0,1904.0,2404.0
146791.34,-46.345543,69.0868,-500.0,1904.0,2404.0
146891.08,-46.3431,69.08661,-498.0,1903.0,2402.0
146990.8,-46.340664,69.086426,-497.0,1903.0,2400.0
147090.52,-46.338223,69.08624,-495.0,1903.0,2398.0
147190.23,-46.33578,69.08606,-493.0,1903.0,2396.0
147289.97,-46.33334,69.08587,-490.0,1903.0,2393.0
147389.69,-46.3309,69.085686,-487.0,1902.0,2389.0
147489.4,-46.32846,69.0855,-483.0,1902.0,2386.0
147589.12,-46.32602,69.08531,-480.0,1901.0,2382.0
147688.86,-46.323578,69.08513,-476.0,1901.0,2378.0
147788.58,-46.321136,69.084946,-472.0,1901.0,2373.0
147888.3,-46.3187,69.08476,-468.0,1900.0,2369.0
147988.03,-46.316257,69.08457,-463.0,1900.0,2364.0
148087.75,-46.313816,69.08439,-459.0,1900.0,2359.0
148187.47,-46.31138,69.084206,-455.0,1899.0,2354.0
148287.19,-46.308937,69.084015,-450.0,1899.0,2350.0
148386.92,-46.306496,69.08383,-446.0,1899.0,2345.0
148486.64,-46.304058,69.08365,-441.0,1898.0,2340.0
148586.36,-46.301617,69.08346,-437.0,1899.0,2336.0
148686.08,-46.299175,69.083275,-433.0,1898.0,2331.0
148785.81,-46.296738,69.08309,-429.0,1897.0,2327.0
148885.56,-46.294243,69.08313,-423.0,1898.0,2321.0
148985.33,-46.29175,69.08317,-419.0,1897.0,2316.0
149085.1,-46.289257,69.083206,-414.0,1897.0,2311.0
149184.86,-46.286762,69.083244,-409.0,1897.0,2306.0
149284.61,-46.28427,69.08329,-404.0,1896.0,2301.0
149384.38,-46.281776,69.08333,-400.0,1896.0,2296.0
149484.14,-46.279285,69.08337,-395.0,1896.0,2291.0
149583.89,-46.27679,69.083405,-390.0,1896.0,2286.0
149683.66,-46.2743,69.08345,-385.0,1895.0,2281.0
149783.42,-46.271805,69.08349,-381.0,1895.0,2277.0
149883.19,-46.26931,69.08353,-377.0,1896.0,2273.0
149982.94,-46.26682,69.083565,-373.0,1896.0,2269.0
150082.7,-46.264324,69.0836,-369.0,1896.0,2265.0
150182.47,-46.261833,69.08364,-366.0,1896.0,2262.0
150282.22,-46.25934,69.08369,-362.0,1895.0,2258.0
150381.98,-46.256847,69.083725,-359.0,1896.0,2255.0
150481.75,-46.254353,69.08376,-355.0,1896.0,2251.0
150581.52,-46.251858,69.0838,-351.0,1896.0,2248.0
150681.27,-46.249367,69.08384,-348.0,1896.0,2245.0
150781.03,-46.246872,69.08388,-346.0,1897.0,2243.0
150880.8,-46.244377,69.08392,-344.0,1897.0,2241.0
150980.55,-46.241886,69.08396,-342.0,1897.0,2240.0
151080.31,-46.23939,69.084,-340.0,1898.0,2238.0
151180.08,-46.2369,69.08404,-338.0,1899.0,2237.0
151279.84,-46.234406,69.084076,-337.0,1899.0,2236.0
151379.6,-46.23191,69.084114,-336.0,1899.0,2236.0
151479.36,-46.22942,69.08415,-336.0,1900.0,2236.0
151579.12,-46.226925,69.08419,-336.0,1900.0,2237.0
151678.88,-46.224434,69.08423,-336.0,1901.0,2238.0
151778.64,-46.22194,69.084274,-337.0,1902.0,2239.0
151878.4,-46.219444,69.08431,-338.0,1903.0,2241.0
151978.17,-46.216953,69.08435,-340.0,1903.0,2243.0
152077.92,-46.21446,69.08439,-342.0,1904.0,2246.0
152177.69,-46.211964,69.08443,-344.0,1905.0,2249.0
152277.45,-46.209473,69.084465,-346.0,1906.0,2252.0
152377.2,-46.206978,69.0845,-349.0,1907.0,2256.0
152476.97,-46.204483,69.08454,-352.0,1907.0,2260.0
152576.73,-46.201992,69.08458,-356.0,1908.0,2264.0
152676.5,-46.199497,69.08462,-359.0,1909.0,2269.0
152776.25,-46.197002,69.084656,-363.0,1910.0,2274.0
152876.02,-46.19451,69.084694,-367.0,1911.0,2279.0
152975.78,-46.192017,69.08473,-371.0,1912.0,2284.0
153075.55,-46.18952,69.08477,-376.0,1913.0,2289.0
153175.3,-46.18703,69.08481,-380.0,1914.0,2294.0
153275.06,-46.184536,69.08485,-384.0,1915.0,2299.0
153374.83,-46.18204,69.084885,-388.0,1915.0,2304.0
153474.58,-46.17955,69.08492,-392.0,1916.0,2309.0
153574.34,-46.177055,69.08496,-396.0,1917.0,2313.0
153674.11,-46.17456,69.085,-399.0,1919.0,2318.0
153773.88,-46.17207,69.08504,-402.0,1919.0,2322.0
153873.62,-46.169575,69.085075,-406.0,1920.0,2326.0
153973.39,-46.16708,69.08511,-408.0,1922.0,2331.0
154073.16,-46.16459,69.08515,-411.0,1923.0,2334.0
154172.9,-46.162094,69.08519,-414.0,1924.0,2338.0
154272.67,-46.1596,69.08523,-417.0,1924.0,2342.0
154372.44,-46.15711,69.085266,-420.0,1925.0,2346.0
154472.2,-46.154613,69.085304,-423.0,1926.0,2350.0
154571.95,-46.15212,69.08534,-426.0,1927.0,2354.0
154671.72,-46.149628,69.08538,-428.0,1928.0,2357.0
154771.48,-46.147133,69.08542,-429.0,1929.0,2359.0
154871.23,-46.144638,69.08546,-428.0,1931.0,2359.0
154971.0,-46.142143,69.085495,-425.0,1932.0,2357.0
155070.77,-46.139652,69.08553,-421.0,1932.0,2353.0
155170.53,-46.137157,69.08557,-416.0,1933.0,2349.0
155270.28,-46.134663,69.0856,-410.0,1934.0,2345.0
155370.05,-46.13217,69.08564,-404.0,1935.0,2340.0
155469.81,-46.129677,69.08568,-399.0,1936.0,2336.0
155569.56,-46.127182,69.08572,-396.0,1937.0,2333.0
155669.33,-46.124687,69.085754,-392.0,1937.0,2330.0
155769.1,-46.122196,69.08579,-391.0,1938.0,2330.0
155868.86,-46.1197,69.08583,-391.0,1939.0,2330.0
155968.61,-46.117207,69.08587,-391.0,1939.0,2331.0
156068.38,-46.11471,69.08591,-392.0,1940.0,2333.0
156168.14,-46.11222,69.08594,-395.0,1940.0,2336.0
156267.89,-46.109726,69.085976,-398.0,1941.0,2340.0
156367.66,-46.10723,69.08601,-402.0,1941.0,2344.0
156467.42,-46.104736,69.08605,-407.0,1941.0,2349.0
156567.19,-46.102245,69.08609,-412.0,1942.0,2355.0
156666.94,-46.09975,69.08613,-417.0,1942.0,2360.0
156766.7,-46.097256,69.08617,-424.0,1942.0,2367.0
156866.47,-46.09476,69.0862,-431.0,1943.0,2374.0
156966.22,-46.09227,69.086235,-438.0,1943.0,2381.0
157065.98,-46.089775,69.08627,-445.0,1943.0,2389.0
157165.75,-46.08728,69.08631,-452.0,1943.0,2396.0
157265.52,-46.084785,69.08635,-460.0,1943.0,2404.0
157365.27,-46.082294,69.08638,-468.0,1943.0,2412.0
157465.03,-46.0798,69.08642,-476.0,1943.0,2420.0
157564.8,-46.077305,69.08646,-483.0,1943.0,2427.0
157664.55,-46.07481,69.086494,-491.0,1944.0,2435.0
157764.31,-46.07232,69.08653,-498.0,1944.0,2442.0
157864.08,-46.069824,69.08656,-505.0,1944.0,2449.0
157963.84,-46.06733,69.0866,-512.0,1944.0,2456.0
158063.6,-46.064835,69.08664,-518.0,1943.0,2462.0
158163.36,-46.06234,69.08668,-525.0,1944.0,2469.0
158263.12,-46.05985,69.08671,-531.0,1943.0,2475.0
158362.89,-46.057354,69.08675,-537.0,1943.0,2481.0
158462.64,-46.05486,69.086784,-542.0,1944.0,2486.0
158562.4,-46.052364,69.08682,-547.0,1944.0,2491.0
158662.17,-46.049873,69.08685,-553.0,1944.0,2497.0
158761.92,-46.04738,69.08689,-557.0,1944.0,2502.0
158861.69,-46.044884,69.08693,-562.0,1945.0,2507.0
158961.45,-46.04239,69.08697,-566.0,1944.0,2511.0
159061.22,-46.039894,69.087,-571.0,1945.0,2516.0
159160.97,-46.037403,69.087036,-575.0,1945.0,2520.0
159260.73,-46.03491,69.087074,-579.0,1945.0,2525.0
159360.5,-46.032413,69.08711,-583.0,1946.0,2529.0
159460.25,-46.02992,69.08714,-586.0,1946.0,2532.0
159560.02,-46.027424,69.08718,-589.0,1947.0,2536.0
159659.78,-46.02493,69.08722,-591.0,1947.0,2539.0
159759.55,-46.022438,69.08725,-594.0,1948.0,2542.0
159859.3,-46.019943,69.08729,-597.0,1948.0,2545.0
159959.06,-46.01745,69.087326,-598.0,1948.0,2547.0
160058.83,-46.014954,69.08736,-600.0,1949.0,2550.0
160158.58,-46.01246,69.087395,-602.0,1950.0,2552.0
160258.34,-46.009964,69.08743,-603.0,1950.0,2554.0
160358.11,-46.007473,69.08746,-605.0,1951.0,2556.0
160457.88,-46.00498,69.0875,-606.0,1951.0,2557.0
160557.62,-46.002483,69.08754,-605.0,1951.0,2556.0
160657.39,-45.99999,69.08757,-601.0,1951.0,2553.0
160757.16,-45.997494,69.08761,-594.0,1952.0,2546.0
160856.9,-45.995,69.08764,-581.0,1952.0,2534.0
160956.67,-45.992508,69.08768,-567.0,1953.0,2520.0
161056.44,-45.990013,69.087715,-551.0,1954.0,2505.0
161156.2,-45.98752,69.087746,-535.0,1954.0,2489.0
161255.95,-45.985023,69.08778,-519.0,1954.0,2474.0
161355.72,-45.98253,69.08782,-504.0,1955.0,2459.0
161455.48,-45.980034,69.08785,-490.0,1956.0,2446.0
161555.23,-45.97754,69.08789,-477.0,1956.0,2434.0
161655.0,-45.975048,69.08792,-465.0,1957.0,2422.0
161754.77,-45.972553,69.08796,-455.0,1957.0,2413.0
161854.53,-45.97006,69.08799,-446.0,1958.0,2404.0
161954.28,-45.967564,69.08803,-437.0,1958.0,2396.0
162054.05,-45.96507,69.088066,-430.0,1958.0,2389.0
162153.81,-45.962574,69.0881,-424.0,1959.0,2384.0
162253.56,-45.96008,69.088135,-419.0,1960.0,2379.0
162353.33,-45.957584,69.088165,-414.0,1960.0,2375.0
162453.1,-45.955093,69.0882,-410.0,1960.0,2371.0
162552.86,-45.9526,69.088234,-406.0,1961.0,2368.0
162652.61,-45.950104,69.08827,-403.0,1961.0,2365.0
162752.38,-45.94761,69.0883,-400.0,1962.0,2362.0
162852.14,-45.945114,69.08834,-398.0,1962.0,2360.0
162951.9,-45.94262,69.08837,-395.0,1962.0,2358.0
163051.66,-45.940125,69.08841,-394.0,1963.0,2357.0
163151.42,-45.93763,69.08845,-392.0,1963.0,2355.0
163251.19,-45.935135,69.08848,-391.0,1963.0,2354.0
163350.94,-45.932644,69.08852,-390.0,1963.0,2354.0
163450.7,-45.93015,69.08855,-389.0,1964.0,2353.0
163550.47,-45.927654,69.088585,-389.0,1964.0,2354.0
163650.23,-45.92516,69.088615,-390.0,1964.0,2354.0
163749.98,-45.922665,69.088646,-390.0,1964.0,2355.0
163849.75,-45.92017,69.088684,-391.0,1964.0,2356.0
163949.52,-45.917675,69.088715,-392.0,1965.0,2357.0
164049.27,-45.91518,69.08875,-394.0,1965.0,2359.0
164149.03,-45.912685,69.08878,-396.0,1965.0,2361.0
164248.8,-45.91019,69.08882,-398.0,1965.0,2363.0
164348.56,-45.907696,69.08885,-400.0,1965.0,2365.0
164448.31,-45.9052,69.08889,-402.0,1965.0,2367.0
164548.08,-45.90271,69.08892,-404.0,1965.0,2370.0
164647.84,-45.900215,69.08896,-407.0,1966.0,2373.0
164747.6,-45.89772,69.08899,-411.0,1966.0,2377.0
164847.36,-45.895226,69.08902,-413.0,1966.0,2380.0
164947.12,-45.89273,69.08906,-416.0,1966.0,2383.0
165046.89,-45.890236,69.08909,-418.0,1966.0,2385.0
165146.64,-45.88774,69.08913,-421.0,1967.0,2388.0
165246.4,-45.885246,69.08916,-423.0,1967.0,2390.0
165346.17,-45.88275,69.08919,-424.0,1967.0,2392.0
165445.92,-45.880257,69.089226,-425.0,1968.0,2393.0
165545.69,-45.87776,69.08926,-426.0,1968.0,2395.0
165645.45,-45.875267,69.089294,-426.0,1968.0,2395.0
165745.22,-45.872772,69.089325,-425.0,1969.0,2394.0
165844.97,-45.870277,69.089355,-423.0,1969.0,2393.0
165944.73,-45.867783,69.08939,-421.0,1969.0,2391.0
166044.5,-45.865288,69.089424,-417.0,1970.0,2387.0
166144.25,-45.862793,69.089455,-412.0,1970.0,2383.0
166244.02,-45.8603,69.08949,-405.0,1971.0,2377.0
166343.78,-45.857803,69.08952,-398.0,1972.0,2371.0
166443.55,-45.85531,69.08956,-392.0,1972.0,2364.0
166543.3,-45.852818,69.08959,-392.0,1972.0,2365.0
166643.06,-45.850323,69.08962,-395.0,1973.0,2368.0
166742.83,-45.847828,69.08966,-400.0,1973.0,2374.0
166842.58,-45.845333,69.08969,-404.0,1975.0,2379.0
166942.34,-45.84284,69.08972,-409.0,1975.0,2384.0
167042.11,-45.840343,69.08975,-413.0,1975.0,2389.0
167141.88,-45.83785,69.08979,-416.0,1976.0,2392.0
167241.62,-45.835354,69.08982,-419.0,1977.0,2396.0
167341.39,-45.83286,69.08985,-423.0,1977.0,2401.0
167441.16,-45.830364,69.08989,-427.0,1978.0,2405.0
167540.92,-45.82787,69.08992,-432.0,1978.0,2411.0
167640.67,-45.825375,69.08995,-439.0,1979.0,2419.0
